IP,Port,Banner,Timestamp,Hostnames,Country,City,Operating System,Organization
192.243.224.130,443,"HTTP/1.1 403 Forbidden
Cache-Control:no-cache
Content-Type:text/html
Content-Length:39

",2016-11-02T03:33:20.468984,OR1DPU2130.insight.omniture.com,United States,Lehi,,Adobe Systems
63.140.43.232,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:30:14 GMT
Server: Omniture DC/2.0.0
xserver: www121
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:30:18.937076,bucyrustelegraphforum.com.ssl.d1.sc.omtrdc.net,United States,Lehi,,Adobe Systems
63.140.58.130,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:29:55 GMT
Server: Omniture DC/2.0.0
xserver: www458
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:30:00.048586,carfax.com.ssl.d1.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.235.139.205,80,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:29:39 GMT
Server: Omniture DC/2.0.0
xserver: www22
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T03:29:53.790802,,United States,Lehi,,Adobe Systems
66.235.139.207,80,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:27:55 GMT
Server: Omniture DC/2.0.0
xserver: www1033
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T03:28:02.421075,,United States,Lehi,,Adobe Systems
63.140.62.197,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:27:47 GMT
Server: Omniture DC/2.0.0
xserver: www1061
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:27:56.170869,clubmonaco.ca.102.112.2o7.net,United States,Lehi,,Adobe Systems
63.140.49.117,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:26:02 GMT
Server: Omniture DC/2.0.0
xserver: www42
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:26:19.981291,phoenix.edu.ssl.d1.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.235.138.194,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:25:29 GMT
Server: Omniture DC/2.0.0
xserver: www348
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T03:25:55.162955,,United States,Lehi,,Adobe Systems
66.235.158.124,443,"HTTP/1.1 403 Forbidden
Cache-Control:no-cache
Content-Type:text/html
Content-Length:39

",2016-11-02T03:25:55.155235,,United States,Lehi,,Adobe Systems
192.243.250.194,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:25:28 GMT
Server: Omniture DC/2.0.0
xserver: www159
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:25:49.279277,budget.no.ssl.sc.omtrdc.net,United States,Lehi,,Adobe Systems
63.140.34.56,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:24:02 GMT
Server: Omniture DC/2.0.0
xserver: www871
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:24:11.856054,magnoliahealthplan.com.ssl.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.235.136.230,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:23:39 GMT
Server: Omniture DC/2.0.0
xserver: www344
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:23:46.021620,nikkeibp.co.jp.102.112.2o7.net,United States,Lehi,,Adobe Systems
192.243.233.21,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:21:56 GMT
Server: Apache/2.4.10 (Unix) Communique/4.1.4
Vary: Accept-Encoding,User-Agent
X-Frame-Options: SAMEORIGIN
X-XSS-Protection: 1; mode=block; report=https://service.brand-portal-stage.adobe.com/security-bugs/log/mac
Content-Security-Policy: default-src 'self' https://*.adobe.com https://*.assetsadobe.com http://*.assetsadobe.com;    script-src 'self' 'unsafe-inline' 'unsafe-eval' https://*.brand-portal-stage.adobe.com https://brand-portal-stage.adobe.com https://*.marketing-stage.adobe.com https://marketing-stage.adobe.com https://use.typekit.net https://*.tt.omtrdc.net https://*.services.adobe.com https://*.adobelogin.com https://*.adobemc.com https://*.scene7.com https://assets.adobedtm.com  https://*.omniture.com https://*.demandbase.com;     style-src 'self' 'unsafe-inline' 'unsafe-eval' https://*.brand-portal-stage.adobe.com https://brand-portal-stage.adobe.com  https://*.marketing-stage.adobe.com https://marketing-stage.adobe.com https://use.typekit.net https://*.tt.omtrdc.net https://*.omniture.com https://*.scene7.com;    img-src * data: ;    font-src * data: ;    frame-src 'self' https://*.brand-portal-stage.adobe.com https://*.marketing-stage.adobe.com https://*.omniture.com https://*.services.adobe.com https://services.adobe.com https://*.adobelogin.com;    object-src 'self' https://*.scene7.com http://*.assetsadobe.com https://*.assetsadobe.com;    report-uri https://service.brand-portal-stage.adobe.com/security-bugs/log/mac
Timing-Allow-Origin: https://*.brand-portal-stage.adobe.com/
Set-Cookie: renderid=rend1; path=/;;Secure
Content-Length: 6072
Content-Type: text/html;charset=UTF-8

",2016-11-02T03:22:02.457426,,United States,Lehi,,Adobe Systems
66.235.139.205,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:19:55 GMT
Server: Omniture DC/2.0.0
xserver: www120
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T03:20:21.568064,,United States,Lehi,,Adobe Systems
63.140.35.172,80,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:19:01 GMT
Server: Omniture DC/2.0.0
xserver: www19
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:19:11.291881,,United States,Lehi,,Adobe Systems
63.140.60.133,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:18:39 GMT
Server: Omniture DC/2.0.0
xserver: www337
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:18:46.941382,seasons52.com.102.112.2o7.net,United States,Lehi,,Adobe Systems
66.235.138.195,80,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:18:23 GMT
Server: Omniture DC/2.0.0
xserver: www10
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T03:18:30.818883,,United States,Lehi,,Adobe Systems
63.140.62.174,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:16:57 GMT
Server: Omniture DC/2.0.0
xserver: www339
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:17:02.725795,providentpersonalcredit.ie.ssl.d2.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.235.159.154,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:15:06 GMT
Server: Omniture DC/2.0.0
xserver: www42
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:15:21.743750,skype.com.ssl.d2.sc.omtrdc.net,United States,Lehi,,Adobe Systems
192.243.250.186,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:15:04 GMT
Server: Omniture DC/2.0.0
xserver: www146
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:15:14.913986,avis.se.ssl.sc.omtrdc.net,United States,Lehi,,Adobe Systems
192.243.250.88,80,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:14:52 GMT
Server: Omniture DC/2.0.0
xserver: www23
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T03:15:06.742386,,United States,Lehi,,Adobe Systems
66.235.128.14,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:10:15 GMT
Server: Omniture DC/2.0.0
xserver: www47
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:10:23.342939,kindredcu.com.ssl.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.235.155.92,80,"HTTP/1.1 302 Found
Server: Apache-Coyote/1.1
Set-Cookie: BreezeCCookie=S09G-X9MX-FQ3I-C0XV-BQAL-R7CA-6B6Q-202J; Path=/; Secure; HttpOnly
Location: https://na5cps.adobeconnect.com/
Content-Length: 0
Date: Wed, 02 Nov 2016 03:11:59 GMT

",2016-11-02T03:10:13.099774,,United States,Lehi,,Adobe Systems
63.140.59.151,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:09:51 GMT
Server: Omniture DC/2.0.0
xserver: www1016
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:10:08.531505,nationalbusinessfurniture.ca.102.112.2o7.net,United States,Lehi,,Adobe Systems
66.235.155.92,443,"HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Set-Cookie: BREEZESESSION=na5breeznux33vxmttbs8hwk;HttpOnly;domain=.adobeconnect.com;secure;path=/
Pragma: no-cache
Cache-Control: no-store, no-cache, must-revalidate, max-age=0, private
Expires: 0
Content-Type: text/html;charset=UTF-8
Transfer-Encoding: chunked
Date: Wed, 02 Nov 2016 03:11:17 GMT

",2016-11-02T03:09:53.622086,,United States,Lehi,,Adobe Systems
66.235.142.246,80,"HTTP/1.1 404 Not Found
Expires: Wed, 02 Nov 2016 13:09:48 GMT
Content-Type: text/html
Content-Length: 104
Date: Wed, 02 Nov 2016 03:09:48 GMT
Server: Unknown

",2016-11-02T03:09:50.007927,,United States,Lehi,,Adobe Systems
66.235.139.18,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:07:39 GMT
Server: Omniture DC/2.0.0
xserver: www1034
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T03:08:13.167847,,United States,Lehi,,Adobe Systems
216.104.218.68,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:07:38 GMT
Server: Omniture DC/2.0.0
xserver: www35
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:07:46.403740,,United States,San Jose,,Adobe Systems
66.235.144.117,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:06:29 GMT
Server: Omniture DC/2.0.0
xserver: www79
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:06:36.078449,abilify.com.ssl.d2.sc.omtrdc.net,United States,Lehi,,Adobe Systems
63.140.47.80,443,"HTTP/1.1 302 Found
Date: Wed, 02 Nov 2016 03:05:57 GMT
Server: Apache/2.2.25 (Win32) mod_ssl/2.2.25 OpenSSL/0.9.8y Communique/4.1.9
Location: http://63.140.47.80/libs/granite/core/content/login.html?resource=%2F&$$login$$=%24%24login%24%24&j_reason=unknown&j_reason_code=unknown
Content-Length: 0
Content-Type: httpd/unix-directory

",2016-11-02T03:06:10.454278,,United States,Lehi,,Adobe Systems
66.235.136.205,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:05:28 GMT
Server: Omniture DC/2.0.0
xserver: www1068
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:06:06.596869,drklein.de.102.112.2o7.net,United States,Lehi,,Adobe Systems
66.235.139.17,80,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:05:32 GMT
Server: Omniture DC/2.0.0
xserver: www15
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T03:06:06.164876,,United States,Lehi,,Adobe Systems
192.243.236.8,443,"HTTP/1.1 403 Forbidden
Cache-Control:no-cache
Content-Type:text/html
Content-Length:39

",2016-11-02T03:05:54.547765,,United States,Lehi,,Adobe Systems
66.235.128.7,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:05:35 GMT
Server: Omniture DC/2.0.0
xserver: www115
Content-Length: 0
Content-Type: text/html

",2016-11-02T03:05:45.143341,o2extravyhody.cz.ssl.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.235.139.206,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:04:05 GMT
Server: Omniture DC/2.0.0
xserver: www2494
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T03:04:52.903114,,United States,Lehi,,Adobe Systems
192.243.227.53,443,"HTTP/1.1 403 Forbidden
Cache-Control:no-cache
Content-Type:text/html
Content-Length:39

",2016-11-02T03:04:44.293635,or1dpu2354.insight.omniture.com,United States,Lehi,,Adobe Systems
192.243.251.166,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:03:21 GMT
Server: Omniture DC/2.0.0
xserver: www26
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T03:03:52.082808,falabella.com.pe.ssl.d2.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.117.23.106,443,"HTTP/1.1 404 Not Found
Content-Type: text/plain
Date: Wed, 02 Nov 2016 03:03:29 GMT
Connection: Keep-Alive
Content-Length: 71

",2016-11-02T03:03:34.917347,,United States,Lehi,,Adobe Systems
66.235.154.96,443,"HTTP/1.1 403 Forbidden
Cache-Control:no-cache
Content-Type:text/html
Content-Length:39

",2016-11-02T03:02:28.506692,da2dpu196.insight.omniture.com,United States,Lehi,,Adobe Systems
66.235.139.18,80,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 03:01:41 GMT
Server: Omniture DC/2.0.0
xserver: www469
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T03:01:55.013412,,United States,Lehi,,Adobe Systems
192.243.226.41,443,"HTTP/1.1 403 Forbidden
Server: nginx
Date: Wed, 02 Nov 2016 02:59:43 GMT
Content-Type: text/html
Content-Length: 564
Connection: keep-alive

",2016-11-02T03:00:11.912774,r41.info.adobesystems.com,United States,Lehi,,Adobe Systems
66.235.141.161,80,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:58:23 GMT
Server: Omniture DC/2.0.0
xserver: www56
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:58:28.923695,,United States,Lehi,,Adobe Systems
63.140.46.173,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:58:03 GMT
Server: Omniture DC/2.0.0
xserver: www40
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:58:06.280701,,United States,Lehi,,Adobe Systems
66.235.138.195,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:55:50 GMT
Server: Omniture DC/2.0.0
xserver: www1005
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T02:56:15.652406,,United States,Lehi,,Adobe Systems
192.243.250.88,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:55:42 GMT
Server: Omniture DC/2.0.0
xserver: www1021
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T02:56:10.735391,,United States,Lehi,,Adobe Systems
63.140.33.244,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:54:52 GMT
Server: Omniture DC/2.0.0
xserver: www828
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:55:04.139356,futureshop.ca.102.122.2o7.net,United States,Lehi,,Adobe Systems
66.235.145.159,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:54:04 GMT
Server: Omniture DC/2.0.0
xserver: www145
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:54:16.133305,demarini.com.ssl.d2.sc.omtrdc.net,United States,Lehi,,Adobe Systems
63.140.42.122,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:53:26 GMT
Server: Atomz/1.0
Content-Type: text/html
Via: 1.1 center.lon5.atomz.com
X-Cache: MISS from center.lon5.atomz.com
Transfer-Encoding: chunked

",2016-11-02T02:53:39.517709,,United States,Lehi,,Adobe Systems
66.235.149.162,443,"HTTP/1.1 403 Forbidden
Cache-Control:no-cache
Content-Type:text/html
Content-Length:39

",2016-11-02T02:52:26.731362,lon5dpu469.insight.omniture.com,United States,Lehi,,Adobe Systems
63.140.62.150,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:52:02 GMT
Server: Omniture DC/2.0.0
xserver: www394
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:52:11.195308,fx-rashinban.com.ssl.sc.omtrdc.net,United States,Lehi,,Adobe Systems
63.140.40.6,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:50:29 GMT
Server: Omniture DC/2.0.0
xserver: www111
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:50:35.686340,lululemon.com.ssl.d2.sc.omtrdc.net,United States,Lehi,,Adobe Systems
192.243.227.47,443,"HTTP/1.1 403 Forbidden
Cache-Control:no-cache
Content-Type:text/html
Content-Length:39

",2016-11-02T02:49:48.197379,or1dpu2348.insight.omniture.com,United States,Lehi,,Adobe Systems
66.235.152.164,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:48:19 GMT
Server: Omniture DC/2.0.0
xserver: www868
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:48:28.239305,,United States,Lehi,,Adobe Systems
66.117.22.26,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:47:55 GMT
Server: Omniture DC/2.0.0
xserver: www338
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:47:58.475611,,United States,Lehi,,Adobe Systems
66.235.143.130,179,,2016-11-02T02:46:26.248238,sr-bs-1-vl-21.dal.omniture.com,United States,Lehi,,Adobe Systems
63.140.50.104,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:46:03 GMT
Server: Omniture DC/2.0.0
xserver: www32
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:46:12.963158,iheart.com.ssl.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.235.152.186,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:45:55 GMT
Server: Omniture DC/2.0.0
xserver: www899
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:45:56.282957,,United States,Lehi,,Adobe Systems
63.140.62.66,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:45:05 GMT
Server: Omniture DC/2.0.0
xserver: www1066
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:45:21.616046,southwesthotels.com.ssl.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.235.159.144,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:43:07 GMT
Server: Omniture DC/2.0.0
xserver: www31
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:43:16.563695,nykredit.dk.ssl.d1.sc.omtrdc.net,United States,Lehi,,Adobe Systems
63.140.43.205,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:42:57 GMT
Server: Omniture DC/2.0.0
xserver: www93
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:43:07.328263,53.com.ssl.d2.sc.omtrdc.net,United States,Lehi,,Adobe Systems
63.140.33.213,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:42:55 GMT
Server: Omniture DC/2.0.0
xserver: www899
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:43:03.033132,firemountaingems.com.102.122.2o7.net,United States,Lehi,,Adobe Systems
63.140.36.243,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:42:50 GMT
Server: Omniture DC/2.0.0
xserver: www399
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:42:58.282039,luna.com.ssl.d2.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.235.153.38,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:40:06 GMT
Server: Omniture DC/2.0.0
xserver: www726
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T02:40:29.561898,,United States,Lehi,,Adobe Systems
63.140.35.162,80,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:40:14 GMT
Server: Omniture DC/2.0.0
xserver: www846
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T02:40:20.309843,,United States,Lehi,,Adobe Systems
66.235.153.36,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:39:54 GMT
Server: Omniture DC/2.0.0
xserver: www909
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T02:40:15.209456,,United States,Lehi,,Adobe Systems
63.140.62.187,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:38:11 GMT
Server: Omniture DC/2.0.0
xserver: www1070
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:38:17.986235,amway.co.jp.102.112.2o7.net,United States,Lehi,,Adobe Systems
66.235.159.222,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:37:58 GMT
Server: Omniture DC/2.0.0
xserver: www24
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:38:12.264139,vmware.com.ssl.d2.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.235.153.36,80,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:37:38 GMT
Server: Omniture DC
xserver: www459
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T02:37:49.388855,,United States,Lehi,,Adobe Systems
192.243.238.83,443,"HTTP/1.1 403 Forbidden
Cache-Control:no-cache
Content-Type:text/html
Content-Length:39

",2016-11-02T02:37:44.003387,,United States,Lehi,,Adobe Systems
192.243.238.73,443,"HTTP/1.1 403 Forbidden
Cache-Control:no-cache
Content-Type:text/html
Content-Length:39

",2016-11-02T02:34:37.154842,,United States,Lehi,,Adobe Systems
63.140.37.185,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:33:42 GMT
Server: Omniture DC/2.0.0
xserver: www821
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:34:16.865647,simyo.de.ssl.d2.sc.omtrdc.net,United States,Lehi,,Adobe Systems
63.140.46.58,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:33:13 GMT
Server: Omniture DC/2.0.0
xserver: www50
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:33:21.928995,,United States,Lehi,,Adobe Systems
63.140.34.141,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:31:51 GMT
Server: Omniture DC/2.0.0
xserver: www696
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:32:01.915702,rosettastone.de.ssl.sc.omtrdc.net,United States,Lehi,,Adobe Systems
66.235.135.175,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:31:13 GMT
Server: Omniture DC/2.0.0
xserver: www467
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:31:15.572102,,United States,Lehi,,Adobe Systems
63.140.36.216,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:30:20 GMT
Server: Omniture DC/2.0.0
xserver: www85
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T02:30:54.887064,hds.com.ssl.sc.omtrdc.net,United States,Lehi,,Adobe Systems
63.140.57.226,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:30:34 GMT
Server: Omniture DC/2.0.0
xserver: www387
Content-Length: 0
Content-Type: text/html

",2016-11-02T02:30:52.271224,experts-exchange.com.102.112.2o7.net,United States,Lehi,,Adobe Systems
66.235.139.17,443,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:28:11 GMT
Server: Omniture DC/2.0.0
xserver: www386
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T02:28:34.157315,,United States,Lehi,,Adobe Systems
192.243.250.16,80,"HTTP/1.1 200 OK
Date: Wed, 02 Nov 2016 02:28:17 GMT
Server: Omniture DC/2.0.0
xserver: www6
Transfer-Encoding: chunked
Content-Type: text/html

",2016-11-02T02:28:23.384497,,United States,Lehi,,Adobe Systems
