IP,Port,Banner,Timestamp,Hostnames,Country,City,Operating System,Organization
216.104.208.27,80,"HTTP/1.1 200 OK
Content-Type: text/html
Last-Modified: Mon, 01 Aug 2016 00:40:24 GMT
Accept-Ranges: bytes
ETag: ""40bb7d4a8debd11:0""
Server: Microsoft-IIS/8.5
X-Powered-By: ASP.NET
Date: Mon, 17 Oct 2016 01:01:01 GMT
Content-Length: 701

",2016-10-17T01:01:03.774438,sj1216104208027.adobeitc.com,United States,San Jose,,Adobe Systems
216.104.208.26,80,"HTTP/1.1 404 Not Found
Date: Sat, 15 Oct 2016 01:58:16 GMT
Server: Apache/2.2.15 (CentOS)
Content-Length: 278
Connection: close
Content-Type: text/html; charset=iso-8859-1

",2016-10-15T01:58:26.818749,sj1216104208026.adobeitc.com,United States,San Jose,,Adobe Systems
216.104.208.66,80,"HTTP/1.1 200 OK
Date: Sat, 15 Oct 2016 01:16:00 GMT
Server: Apache/2.2.15 (CentOS)
X-Content-Type-Options: nosniff
Transfer-Encoding: chunked
Content-Type: text/html;charset=utf-8

",2016-10-15T01:16:02.625194,sj1216104208066.adobeitc.com,United States,San Jose,,Adobe Systems
192.150.14.30,80,"HTTP/1.0 302 Found
Location: https://192.150.14.30/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-15T01:09:24.061626,lime.adobe.com,United States,,,Adobe Systems
192.150.14.32,80,"HTTP/1.0 302 Found
Location: https://192.150.14.32/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-15T00:48:43.584541,demo.adobe.com,United States,,,Adobe Systems
192.150.14.27,80,"HTTP/1.0 302 Found
Location: https://192.150.14.27/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-15T00:36:57.779938,demo-sjc0.adobe.com,United States,,,Adobe Systems
216.104.208.31,80,"HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Content-Type: text/html;charset=UTF-8
Transfer-Encoding: chunked
Date: Fri, 14 Oct 2016 23:58:14 GMT

",2016-10-14T23:59:53.262702,sj1216104208031.adobeitc.com,United States,San Jose,,Adobe Systems
192.150.13.64,4500,"VPN (IKE NAT-T)

Initiator SPI: e5f858a0876af576
Responder SPI: 1a04e7d8faf25d10
Next Payload: Security Association (SA)
Version: 1.0
Exchange Type: Identity Protection
Flags:
    Encryption:     False
    Commit:         False
    Authentication: False
Message ID: 00000000
Length: 108",2016-10-14T23:24:28.035984,asa-sanjose-ext-c1.adobe.com,United States,,,Adobe Systems
192.150.19.139,80,"HTTP/1.1 200 OK
Date: Fri, 14 Oct 2016 22:09:25 GMT
Server: Apache
Last-Modified: Wed, 19 Aug 2015 05:14:15 GMT
ETag: ""382f7-68-51da31b1837c0""
Accept-Ranges: bytes
Content-Length: 104
Connection: close
Content-Type: text/html; charset=UTF-8

",2016-10-14T22:09:25.372062,,United States,,,Adobe Systems
192.150.19.34,80,"HTTP/1.0 302 Found
Location: https://192.150.19.34/test
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-14T21:50:51.455503,activate-sj1.adobe.com,United States,,,Adobe Systems
216.104.208.33,80,"HTTP/1.1 404 Not Found
Server: Microsoft-IIS/7.5
Date: Fri, 14 Oct 2016 21:35:33 GMT
Content-Length: 0

",2016-10-14T21:35:40.777041,sj1216104208033.adobeitc.com,United States,San Jose,,Adobe Systems
192.150.19.4,123,"NTP
Error: Wrong item size",2016-10-14T21:04:17.239547,,United States,,,Adobe Systems
192.150.14.192,80,"HTTP/1.0 302 Found
Location: https://192.150.14.192/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-14T20:57:07.369703,,United States,,,Adobe Systems
216.104.208.45,80,"HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Content-Type: text/html;charset=UTF-8
Transfer-Encoding: chunked
Date: Fri, 14 Oct 2016 18:20:48 GMT

",2016-10-14T18:22:29.882068,sj1216104208045.adobeitc.com,United States,San Jose,Linux 3.x,Adobe Systems
216.104.208.42,80,"HTTP/1.1 200 OK
Date: Fri, 14 Oct 2016 18:20:18 GMT
Server: Apache/2.2.22 (Ubuntu)
Last-Modified: Wed, 18 Mar 2015 21:48:43 GMT
ETag: ""2404f3-b1-511970c1042d6""
Accept-Ranges: bytes
Content-Length: 177
Vary: Accept-Encoding
Content-Type: text/html
X-Pad: avoid browser bug

",2016-10-14T18:17:15.139336,sj1216104208042.adobeitc.com,United States,San Jose,,Adobe Systems
216.104.208.44,80,"HTTP/1.1 301 Moved Permanently
Server: nginx
Date: Fri, 14 Oct 2016 17:15:23 GMT
Content-Type: text/html
Content-Length: 178
Connection: keep-alive
Location: https://apt.campaign.adobe.com/

",2016-10-14T17:15:27.977926,sj1216104208044.adobeitc.com,United States,San Jose,,Adobe Systems
192.150.19.55,80,"HTTP/1.0 302 Found
Location: https://192.150.19.55/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-14T15:49:17.705947,lm-prd-sj1.licenses.adobe.com,United States,,,Adobe Systems
216.104.208.56,80,"HTTP/1.1 200 OK
Content-Type: text/html
Last-Modified: Mon, 14 Mar 2016 09:29:04 GMT
Accept-Ranges: bytes
ETag: ""51121cf3d37dd11:0""
Server: Microsoft-IIS/7.5
X-Powered-By: ASP.NET
Date: Fri, 14 Oct 2016 13:48:59 GMT
Content-Length: 689

",2016-10-14T13:49:11.144650,sj1216104208056.adobeitc.com,United States,San Jose,Windows 7 or 8,Adobe Systems
192.150.19.61,80,"HTTP/1.1 302 Found
Date: Fri, 14 Oct 2016 13:04:52 GMT
Server: Apache
X-Distributed-by: The Apache Haus (http://www.apachehaus.com)
X-Frame-Options: SAMEORIGIN
Location: https://www.adobedemo.com/content/adobedemolab/welcome-page.html
Content-Length: 248
Content-Type: text/html; charset=iso-8859-1

",2016-10-14T13:04:59.997885,,United States,,,Adobe Systems
192.150.14.59,80,"HTTP/1.0 302 Found
Location: https://192.150.14.59/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-14T13:04:55.344978,webmail.adobe.com,United States,,,Adobe Systems
216.104.208.60,80,"HTTP/1.1 404 Not Found
Content-Type: text/html; charset=us-ascii
Server: Microsoft-HTTPAPI/2.0
Date: Fri, 14 Oct 2016 12:41:32 GMT
Connection: close
Content-Length: 315

",2016-10-14T12:41:24.377314,sj1216104208060.adobeitc.com,United States,San Jose,,Adobe Systems
192.150.19.68,80,"HTTP/1.0 302 Found
Location: https://192.150.19.68/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-14T12:12:05.235218,,United States,,,Adobe Systems
192.150.13.63,80,"HTTP/1.0 302 Temporary moved
Content-Length: 0
Cache-Control: no-cache
Pragma: no-cache
Connection: Close
Date: Fri, 14 Oct 2016 11:45:30 GMT
X-Frame-Options: SAMEORIGIN
Location: https://192.150.13.63/

",2016-10-14T11:45:37.931345,asa-sanjose-ext-c2.adobe.com,United States,,,Adobe Systems
216.104.208.62,80,"HTTP/1.1 200 OK
Server: nginx/1.4.6 (Ubuntu)
Date: Fri, 14 Oct 2016 11:32:40 GMT
Content-Type: text/html
Content-Length: 612
Last-Modified: Tue, 04 Mar 2014 11:46:45 GMT
Connection: keep-alive
ETag: ""5315bd25-264""
Accept-Ranges: bytes

",2016-10-14T11:32:43.813223,sj1216104208062.adobeitc.com,United States,San Jose,,Adobe Systems
216.104.208.64,80,"HTTP/1.1 200 OK
Date: Fri, 14 Oct 2016 11:31:51 GMT
Server: Apache/2.4.7 (Ubuntu)
Last-Modified: Fri, 07 Oct 2016 08:19:49 GMT
ETag: ""1f-53e4212e2125e""
Accept-Ranges: bytes
Content-Length: 31
Content-Type: text/html

",2016-10-14T11:31:53.910127,journeywithadobe.com,United States,San Jose,,Adobe Systems
192.150.19.67,80,"HTTP/1.0 302 Found
Location: https://192.150.19.67/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-14T11:30:44.978740,licensing-sj1.stage.adobe.com,United States,,,Adobe Systems
192.150.13.65,80,"HTTP/1.0 302 Temporary moved
Content-Length: 0
Cache-Control: no-cache
Pragma: no-cache
Connection: Close
Date: Fri, 14 Oct 2016 11:11:55 GMT
X-Frame-Options: SAMEORIGIN
Location: https://192.150.13.65/

",2016-10-14T11:11:59.248060,asa-sanjose-ext.adobe.com,United States,,,Adobe Systems
192.150.13.64,80,"HTTP/1.0 302 Temporary moved
Content-Length: 0
Cache-Control: no-cache
Pragma: no-cache
Connection: Close
Date: Fri, 14 Oct 2016 10:31:10 GMT
X-Frame-Options: SAMEORIGIN
Location: https://192.150.13.64/

",2016-10-14T10:31:12.353717,asa-sanjose-ext-c1.adobe.com,United States,,,Adobe Systems
192.150.19.70,80,"HTTP/1.0 302 Found
Location: https://192.150.19.70/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-14T10:22:42.733474,,United States,,,Adobe Systems
192.150.13.74,80,"HTTP/1.0 302 Temporary moved
Content-Length: 0
Cache-Control: no-cache
Pragma: no-cache
Connection: Close
Date: Fri, 14 Oct 2016 08:30:06 GMT
X-Frame-Options: SAMEORIGIN
Location: https://192.150.13.74/

",2016-10-14T08:30:07.745038,asa-sanjose-4.adobe.com,United States,,,Adobe Systems
216.104.208.117,443,"HTTP/1.1 200 OK
Date: Fri, 14 Oct 2016 07:42:55 GMT
Server: Apache
X-Content-Type-Options: nosniff
X-Powered-By: Jetty(9.2.9.v20150224)
Vary: Accept-Encoding
Transfer-Encoding: chunked
Content-Type: text/html; charset=UTF-8

",2016-10-14T07:45:38.048502,sj1216104208117.adobeitc.com,United States,San Jose,,Adobe Systems
192.150.13.75,80,"HTTP/1.0 302 Temporary moved
Content-Length: 0
Cache-Control: no-cache
Pragma: no-cache
Connection: Close
Date: Fri, 14 Oct 2016 07:35:05 GMT
X-Frame-Options: SAMEORIGIN
Location: https://192.150.13.75/

",2016-10-14T07:35:08.341138,asa-sanjose-3-vip.adobe.com,United States,,,Adobe Systems
192.150.19.73,80,"HTTP/1.0 302 Found
Location: https://192.150.19.73/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-14T07:30:10.577112,prlicensing-sj1.stage.adobe.com,United States,,,Adobe Systems
192.150.19.81,80,"HTTP/1.1 200 OK
Date: Fri, 14 Oct 2016 07:03:12 GMT
Server: Apache
Accept-Ranges: bytes
Pragma: no-cache
Cache-control: no-cache
Transfer-Encoding: chunked
Content-Type: text/html; charset=UTF-8

",2016-10-14T07:03:14.148442,,United States,,,Adobe Systems
192.150.12.82,80,"HTTP/1.1 404 Not Found
Content-Type: text/html
Content-Length: 345
Date: Fri, 14 Oct 2016 06:37:07 GMT
Server: lighttpd/1.4.28

",2016-10-14T06:37:12.534876,,United States,,,Adobe Systems
216.104.208.81,80,"HTTP/1.1 200 OK
Date: Fri, 14 Oct 2016 06:23:59 GMT
X-Content-Type-Options: nosniff
Content-Type: text/html;charset=utf-8
Transfer-Encoding: chunked
Server: Jetty(9.2.9.v20150224)
X-Powered-By: Jetty(9.2.9.v20150224)

",2016-10-14T06:24:00.263359,sj1216104208081.adobeitc.com,United States,San Jose,Linux 3.x,Adobe Systems
192.150.12.81,80,"HTTP/1.1 404 Not Found
Content-Type: text/html
Content-Length: 345
Date: Fri, 14 Oct 2016 05:32:26 GMT
Server: lighttpd/1.4.28

",2016-10-14T05:32:29.702440,,United States,,Linux 3.x,Adobe Systems
192.150.19.80,80,"HTTP/1.1 200 OK
Date: Fri, 14 Oct 2016 05:26:15 GMT
Server: Apache
Accept-Ranges: bytes
Pragma: no-cache
Cache-control: no-cache
Transfer-Encoding: chunked
Content-Type: text/html; charset=UTF-8

",2016-10-14T05:26:17.797789,,United States,,,Adobe Systems
192.150.12.80,80,"HTTP/1.1 403 Forbidden
Date: Fri, 14 Oct 2016 05:24:53 GMT
Server: Apache
Accept-Ranges: bytes
Vary: Accept-Encoding
Content-Length: 5039
Connection: close
Content-Type: text/html; charset=UTF-8

",2016-10-14T05:24:56.655218,,United States,,Linux 3.x,Adobe Systems
192.150.13.85,80,"HTTP/1.0 302 Temporary moved
Content-Length: 0
Cache-Control: no-cache
Pragma: no-cache
Connection: Close
Date: Fri, 14 Oct 2016 05:12:04 GMT
X-Frame-Options: SAMEORIGIN
Location: https://192.150.13.85/

",2016-10-14T05:12:08.453714,asa-sanjose-test-1.adobe.com,United States,,HP-UX 11.x,Adobe Systems
192.150.12.85,80,"HTTP/1.1 404 Not Found
Content-Type: text/html
Content-Length: 345
Date: Fri, 14 Oct 2016 05:11:21 GMT
Server: lighttpd/1.4.28

",2016-10-14T05:11:29.112092,,United States,,,Adobe Systems
192.150.19.83,80,"HTTP/1.0 302 Found
Location: https://192.150.19.83/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-14T04:33:16.272535,,United States,,,Adobe Systems
216.104.208.83,80,"HTTP/1.1 200 OK
Date: Fri, 14 Oct 2016 04:06:13 GMT
X-Content-Type-Options: nosniff
Content-Type: text/html;charset=utf-8
Transfer-Encoding: chunked

",2016-10-14T04:07:57.256569,sj1216104208083.adobeitc.com,United States,San Jose,,Adobe Systems
192.150.14.83,80,"HTTP/1.1 403 Forbidden
Server: AkamaiGHost
Mime-Version: 1.0
Content-Type: text/html
Content-Length: 289
Expires: Fri, 14 Oct 2016 03:40:35 GMT
Date: Fri, 14 Oct 2016 03:40:35 GMT
Connection: keep-alive

",2016-10-14T03:40:38.470527,partners-sjc0.stage.adobe.com,United States,,,Adobe Systems
192.150.19.86,80,"HTTP/1.0 302 Found
Location: https://192.150.19.86/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-14T03:13:06.318684,,United States,,,Adobe Systems
216.104.208.88,80,"HTTP/1.1 200 OK
Date: Fri, 14 Oct 2016 02:32:48 GMT
Server: Apache/2.4.18 (Win64) OpenSSL/1.0.2f
Last-Modified: Wed, 02 Mar 2016 00:12:50 GMT
ETag: ""93d7-52d05be127d21""
Accept-Ranges: bytes
Content-Length: 37847
Content-Type: text/html

",2016-10-14T02:32:53.616648,sj1216104208088.adobeitc.com,United States,San Jose,Windows 7 or 8,Adobe Systems
192.150.13.92,80,"HTTP/1.0 302 Temporary moved
Content-Length: 0
Cache-Control: no-cache
Pragma: no-cache
Connection: Close
Date: Fri, 14 Oct 2016 01:57:33 GMT
X-Frame-Options: SAMEORIGIN
Location: https://192.150.13.92/

",2016-10-14T01:57:35.835552,asa-sanjose-ext.adobe.com,United States,,,Adobe Systems
192.150.14.88,80,"HTTP/1.0 302 Found
Location: https://192.150.14.88/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-14T01:51:58.245214,channelorders-sjc0.adobe.com,United States,,,Adobe Systems
216.104.208.92,80,"HTTP/1.1 200 OK
Date: Fri, 14 Oct 2016 01:42:22 GMT
Server: Apache
X-Content-Type-Options: nosniff
X-Powered-By: Jetty(9.2.9.v20150224)
Connection: close
Transfer-Encoding: chunked
Content-Type: text/html;charset=utf-8

",2016-10-14T01:41:26.337171,sj1216104208092.adobeitc.com,United States,San Jose,,Adobe Systems
192.150.14.102,80,"HTTP/1.1 200 OK
Date: Thu, 13 Oct 2016 22:36:05 GMT
Server: Apache
Accept-Ranges: bytes
Pragma: no-cache
Cache-control: no-cache
Content-Length: 1641
Content-Type: text/html; charset=UTF-8

",2016-10-13T22:36:07.962911,sjw2.adobe.com,United States,,,Adobe Systems
192.150.14.119,80,"HTTP/1.0 302 Found
Location: https://192.150.14.119/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-13T16:56:35.183898,prlicensing-sjc0.stage.adobe.com,United States,,,Adobe Systems
192.150.19.121,80,"HTTP/1.1 200 OK
Date: Thu, 13 Oct 2016 16:13:44 GMT
Server: Apache
Last-Modified: Wed, 08 Jun 2016 15:52:38 GMT
ETag: ""6000e-9a91-534c64b88c29f""
Accept-Ranges: bytes
Content-Length: 39569
Connection: close
Content-Type: text/html; charset=UTF-8

",2016-10-13T16:13:49.359217,,United States,,,Adobe Systems
216.104.208.117,80,"HTTP/1.1 302 Found
Date: Thu, 13 Oct 2016 15:53:36 GMT
Server: Apache
Location: https://www.adobedemo.com/content/demo-hub/welcome-page.html
Content-Length: 244
Content-Type: text/html; charset=iso-8859-1

",2016-10-13T15:56:15.636277,sj1216104208117.adobeitc.com,United States,San Jose,,Adobe Systems
192.150.19.119,80,"HTTP/1.0 302 Found
Location: https://192.150.19.119/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-13T15:04:29.769116,,United States,,,Adobe Systems
192.150.19.124,80,"HTTP/1.1 503 Service Unavailable
Content-Type: text/html; charset=us-ascii
Server: Microsoft-HTTPAPI/2.0
Date: Thu, 13 Oct 2016 14:42:12 GMT
Connection: close
Content-Length: 326

",2016-10-13T14:42:16.747084,,United States,,Windows 7 or 8,Adobe Systems
192.150.19.123,80,"HTTP/1.1 503 Service Unavailable
Content-Type: text/html; charset=us-ascii
Server: Microsoft-HTTPAPI/2.0
Date: Thu, 13 Oct 2016 14:12:57 GMT
Connection: close
Content-Length: 326

",2016-10-13T14:13:05.539883,,United States,,,Adobe Systems
192.150.19.247,53,9.6-ESV-R7-P2,2016-10-13T13:40:03.288791,sj1gtm001.adobe.com,United States,,,Adobe Systems
192.150.12.131,80,"HTTP/1.1 200 OK
Date: Thu, 13 Oct 2016 11:21:50 GMT
Server: Apache/2.4.12 (Unix)
Last-Modified: Sat, 14 Feb 2015 23:50:52 GMT
ETag: ""13-50f1505f18f00""
Accept-Ranges: bytes
Content-Length: 19
Access-Control-Allow-Origin: *
Content-Type: text/html

",2016-10-13T13:13:55.114037,rmsdemo04.adobedemo.com,United States,,,Adobe Systems
192.150.12.129,80,"HTTP/1.1 200 OK
Date: Thu, 13 Oct 2016 12:12:51 GMT
Server: Apache/2.2.21 (Unix) DAV/2 mod_ssl/2.2.21 OpenSSL/1.0.0c
Last-Modified: Fri, 18 Nov 2011 03:58:41 GMT
ETag: ""d8134-641b-4b1fa5a411e40""
Accept-Ranges: bytes
Content-Length: 25627
Vary: Accept-Encoding
Access-Control-Allow-Origin: *
Content-Type: text/html; charset=UTF-8

",2016-10-13T12:12:34.289415,,United States,,,Adobe Systems
216.104.208.135,80,"HTTP/1.1 200 OK
Date: Thu, 13 Oct 2016 11:49:22 GMT
Server: Apache/2.4.6 (Red Hat Enterprise Linux) Communique/4.1.12
X-Content-Type-Options: nosniff
Transfer-Encoding: chunked
Content-Type: text/html;charset=utf-8

",2016-10-13T11:50:34.533882,sj1216104208135.adobeitc.com,United States,San Jose,Linux 3.x,Adobe Systems
192.150.19.152,80,"HTTP/1.1 403 Forbidden
Date: Thu, 13 Oct 2016 10:03:26 GMT
Server: Apache
Content-Length: 209
Content-Type: text/html; charset=iso-8859-1

",2016-10-13T10:04:16.566049,epohandler.adobe.com,United States,,,Adobe Systems
216.104.208.150,80,"HTTP/1.1 200 OK
Date: Thu, 13 Oct 2016 09:59:04 GMT
Server: Apache/2.4.6 (Red Hat Enterprise Linux) Communique/4.2.0
X-Content-Type-Options: nosniff
X-Powered-By: Jetty(9.2.9.v20150224)
Transfer-Encoding: chunked
Content-Type: text/html;charset=utf-8

",2016-10-13T09:59:22.612983,sj1216104208150.adobeitc.com,United States,San Jose,,Adobe Systems
192.150.19.157,80,"HTTP/1.1 404 Not Found
Server: Apache-Coyote/1.1
Content-Length: 0
Date: Thu, 13 Oct 2016 08:11:51 GMT

",2016-10-13T08:12:19.294757,apip.adobe.com,United States,,,Adobe Systems
216.104.208.160,80,"HTTP/1.1 403 Forbidden
Date: Thu, 13 Oct 2016 07:49:03 GMT
Server: Apache/2.2.15 (CentOS)
Accept-Ranges: bytes
Content-Length: 4961
Connection: close
Content-Type: text/html; charset=UTF-8

",2016-10-13T08:05:48.853849,sj1216104208160.adobeitc.com,United States,San Jose,,Adobe Systems
192.150.14.156,80,"HTTP/1.1 200 OK
Date: Thu, 13 Oct 2016 07:57:59 GMT
Server: Apache
Accept-Ranges: bytes
Pragma: no-cache
Cache-control: no-cache
Content-Length: 1641
Content-Type: text/html; charset=UTF-8

",2016-10-13T07:59:01.064037,clientmail.adobe.com,United States,,,Adobe Systems
192.150.14.154,80,"HTTP/1.0 302 Found
Location: https://192.150.14.154/
Server: BigIP
Connection: Keep-Alive
Content-Length: 0

",2016-10-13T07:47:40.180619,mail.adobe.com,United States,,,Adobe Systems
